id_artista;id_musica
01a02690-0cc1-721d-98dd-5ca930d53ac7;01a02690-22e3-7064-9388-1030175a3cf0
01a02690-0cc1-721d-98dd-5caa68a05058;01a02690-22e3-7064-9388-1031e1445aac
01a02690-0cc1-721d-98dd-5cab53efb7a5;01a02690-22e3-7064-9388-1032439acf40
01a02690-0cc1-721d-98dd-5cac4aadb466;01a02690-22e3-7064-9388-10336607aeae
01a02690-0cc1-721d-98dd-5cade54021c7;01a02690-22e3-7064-9388-10347bbe84d2
01a02690-0cc1-721d-98dd-5caeb271c9eb;01a02690-22e3-7064-9388-10354d0b0598
01a02690-0cc1-721d-98dd-5cafc51cf435;01a02690-22e3-7064-9388-103672a27618
01a02690-0cc1-721d-98dd-5cb03da666a1;01a02690-22e3-7064-9388-1037335cc923
01a02690-0cc1-721d-98dd-5cb03da666a1;01a02690-22e3-7064-9388-1038fa2bd0d3
01a02690-0cc1-721d-98dd-5cb03da666a1;01a02690-22e3-7064-9388-103981b5c033
01a02690-0cc1-721d-98dd-5cb03da666a1;01a02690-22e3-7064-9388-103a24eb5042
01a02690-0cc1-721d-98dd-5cb03da666a1;01a02690-22e3-7064-9388-103b0cf1ae2c
01a02690-0cc1-721d-98dd-5cb19cff1dea;01a02690-22e3-7064-9388-103c9c2113cd
01a02690-0cc1-721d-98dd-5cb200812790;01a02690-22e3-7064-9388-103d8b6c741e
01a02690-0cc1-721d-98dd-5cb200812790;01a02690-22e3-7064-9388-103e56412260
01a02690-0cc1-721d-98dd-5cb368c3129a;01a02690-22e3-7064-9388-103f098d9f2c
01a02690-0cc1-721d-98dd-5cb368c3129a;01a02690-22e3-7064-9388-10407539abd7
01a02690-0cc1-721d-98dd-5cb4dd6ddc45;01a02690-22e3-7064-9388-10412236357f
01a02690-0cc1-721d-98dd-5cb55c65e5d4;01a02690-22e3-7064-9388-1042555778e6
01a02690-0cc1-721d-98dd-5cb6a813bac6;01a02690-22e3-7064-9388-1043575e2f16
01a02690-0cc1-721d-98dd-5cb73825de46;01a02690-22e3-7064-9388-1044927fe5b9
01a02690-0cc1-721d-98dd-5cb8cc7dd172;01a02690-22e3-7064-9388-1045938da8d9
01a02690-0cc1-721d-98dd-5cb98f45a2ea;01a02690-22e3-7064-9388-1046a704f36b
01a02690-0cc1-721d-98dd-5cba02f2cd9c;01a02690-22e3-7064-9388-10476d9f0e84
01a02690-0cc1-721d-98dd-5cba02f2cd9c;01a02690-22e3-7064-9388-104828cbff47
01a02690-0cc1-721d-98dd-5cba02f2cd9c;01a02690-22e3-7064-9388-10498c1798c8
01a02690-0cc1-721d-98dd-5cbb523add9b;01a02690-22e3-7064-9388-104ad28c798a
01a02690-0cc1-721d-98dd-5cbc3048a3d3;01a02690-22e3-7064-9388-104b79d82fef
01a02690-0cc1-721d-98dd-5cbc3048a3d3;01a02690-22e3-7064-9388-104ca4d99290
01a02690-0cc1-721d-98dd-5cbc3048a3d3;01a02690-22e3-7064-9388-104da8a9f11d
01a02690-0cc1-721d-98dd-5cbc3048a3d3;01a02690-22e3-7064-9388-104ef269fb4c
01a02690-0cc1-721d-98dd-5cbc3048a3d3;01a02690-22e3-7064-9388-104f338cf42b
01a02690-0cc1-721d-98dd-5cbc3048a3d3;01a02690-22e3-7064-9388-105015883810
01a02690-0cc1-721d-98dd-5cbc3048a3d3;01a02690-22e3-7064-9388-1051dda49c41
01a02690-0cc1-721d-98dd-5cbdb8bcddbf;01a02690-22e3-7064-9388-1052cbfd445e
01a02690-0cc1-721d-98dd-5cbe36ece9ba;01a02690-22e3-7064-9388-1053ea517d95
01a02690-0cc1-721d-98dd-5cbe36ece9ba;01a02690-22e3-7064-9388-1054f8237de4
01a02690-0cc1-721d-98dd-5cbe36ece9ba;01a02690-22e3-7064-9388-10554cc4a9ee
01a02690-0cc1-721d-98dd-5cbf5665b875;01a02690-22e3-7064-9388-10560e9565e8
01a02690-0cc1-721d-98dd-5cc01396ebbc;01a02690-22e3-7064-9388-105717aec3b3
01a02690-0cc1-721d-98dd-5cc17985fc6b;01a02690-22e3-7064-9388-1058877df030
01a02690-0cc1-721d-98dd-5cc17985fc6b;01a02690-22e3-7064-9388-10597e476c9d
01a02690-0cc1-721d-98dd-5cc2da20e35b;01a02690-22e3-7064-9388-105a56e6771a
01a02690-0cc1-721d-98dd-5cc2da20e35b;01a02690-22e3-7064-9388-105b8d6975d9
01a02690-0cc1-721d-98dd-5cc3e4362f91;01a02690-22e3-7064-9388-105c8b7ee718
01a02690-0cc1-721d-98dd-5cc493cf6208;01a02690-22e3-7064-9388-105d78799dfd
01a02690-0cc1-721d-98dd-5cc565dafee1;01a02690-22e3-7064-9388-105eb2ce709a
